Date,SPcompP,Dividends,Earnings,CPI,GS10,Realprice,Realdividend, RealTotReturnPrice ,RealEarnings, RealTRScaledEarnings ,,,,,,,,,,,,,,
1871.01,4.44,0.26,0.40,12.46,5.32,112.34,6.58, 112.34 ,10.12, 10.12 ,,,,,,,,,,,,,,
1871.02,4.50,0.26,0.40,12.84,5.32,110.49,6.38, 111.02 ,9.82, 9.87 ,,,,,,,,,,,,,,
1871.03,4.61,0.26,0.40,13.03,5.33,111.53,6.29, 112.60 ,9.68, 9.77 ,,,,,,,,,,,,,,
1871.04,4.74,0.26,0.40,12.56,5.33,119.02,6.53, 120.71 ,10.04, 10.19 ,,,,,,,,,,,,,,
1871.05,4.86,0.26,0.40,12.27,5.33,124.87,6.68, 127.21 ,10.28, 10.47 ,,,,,,,,,,,,,,
1871.06,4.82,0.26,0.40,12.08,5.34,125.80,6.79, 128.72 ,10.44, 10.68 ,,,,,,,,,,,,,,
1871.07,4.73,0.26,0.40,12.08,5.34,123.45,6.79, 126.90 ,10.44, 10.73 ,,,,,,,,,,,,,,
1871.08,4.79,0.26,0.40,11.89,5.34,127.01,6.89, 131.15 ,10.61, 10.95 ,,,,,,,,,,,,,,
1871.09,4.84,0.26,0.40,12.18,5.35,125.33,6.73, 130.00 ,10.36, 10.74 ,,,,,,,,,,,,,,
1871.1,4.59,0.26,0.40,12.37,5.35,117.03,6.63, 121.96 ,10.20, 10.63 ,,,,,,,,,,,,,,
1871.11,4.64,0.26,0.40,12.37,5.35,118.30,6.63, 123.86 ,10.20, 10.68 ,,,,,,,,,,,,,,
1871.12,4.74,0.26,0.40,12.65,5.36,118.13,6.48, 124.24 ,9.97, 10.48 ,,,,,,,,,,,,,,
1872.01,4.86,0.26,0.40,12.65,5.36,121.12,6.56, 127.96 ,10.03, 10.60 ,,,,,,,,,,,,,,
1872.02,4.88,0.27,0.41,12.65,5.38,121.62,6.65, 129.07 ,10.09, 10.71 ,,,,,,,,,,,,,,
1872.03,5.04,0.27,0.41,12.84,5.40,123.74,6.63, 131.92 ,10.01, 10.67 ,,,,,,,,,,,,,,
1872.04,5.18,0.27,0.41,13.13,5.42,124.42,6.56, 133.22 ,9.85, 10.54 ,,,,,,,,,,,,,,
1872.05,5.18,0.28,0.41,13.13,5.43,124.42,6.65, 133.81 ,9.91, 10.66 ,,,,,,,,,,,,,,
1872.06,5.13,0.28,0.42,13.03,5.45,124.11,6.77, 134.09 ,10.04, 10.85 ,,,,,,,,,,,,,,
1872.07,5.10,0.28,0.42,12.84,5.47,125.22,6.96, 135.91 ,10.25, 11.13 ,,,,,,,,,,,,,,
1872.08,5.04,0.29,0.42,12.94,5.49,122.83,6.99, 133.96 ,10.24, 11.16 ,,,,,,,,,,,,,,
1872.09,4.95,0.29,0.42,13.03,5.51,119.76,7.02, 131.24 ,10.22, 11.20 ,,,,,,,,,,,,,,
1872.1,4.97,0.29,0.43,12.75,5.53,122.94,7.25, 135.38 ,10.51, 11.58 ,,,,,,,,,,,,,,
1872.11,4.95,0.30,0.43,13.13,5.54,118.89,7.13, 131.58 ,10.27, 11.36 ,,,,,,,,,,,,,,
1872.12,5.07,0.30,0.43,12.94,5.56,123.56,7.31, 137.43 ,10.48, 11.66 ,,,,,,,,,,,,,,
1873.01,5.11,0.30,0.43,12.94,5.58,124.54,7.37, 139.20 ,10.54, 11.78 ,,,,,,,,,,,,,,
1873.02,5.15,0.31,0.44,13.23,5.57,122.81,7.27, 137.94 ,10.37, 11.65 ,,,,,,,,,,,,,,
1873.03,5.11,0.31,0.44,13.23,5.56,121.85,7.33, 137.55 ,10.43, 11.78 ,,,,,,,,,,,,,,
1873.04,5.04,0.31,0.44,13.23,5.55,120.18,7.39, 136.36 ,10.49, 11.90 ,,,,,,,,,,,,,,
1873.05,5.05,0.31,0.44,12.94,5.54,123.08,7.62, 140.37 ,10.78, 12.30 ,,,,,,,,,,,,,,
1873.06,4.98,0.32,0.45,12.56,5.53,125.05,7.91, 143.37 ,11.17, 12.81 ,,,,,,,,,,,,,,
1873.07,4.97,0.32,0.45,12.56,5.53,124.80,7.97, 143.84 ,11.24, 12.95 ,,,,,,,,,,,,,,
1873.08,4.97,0.32,0.45,12.56,5.52,124.80,8.04, 144.61 ,11.30, 13.09 ,,,,,,,,,,,,,,
1873.09,4.59,0.32,0.45,12.56,5.51,115.26,8.10, 134.34 ,11.36, 13.24 ,,,,,,,,,,,,,,
1873.1,4.19,0.33,0.46,12.27,5.50,107.66,8.35, 126.30 ,11.69, 13.71 ,,,,,,,,,,,,,,
1873.11,4.04,0.33,0.46,11.89,5.49,107.13,8.68, 126.52 ,12.13, 14.33 ,,,,,,,,,,,,,,
1873.12,4.42,0.33,0.46,12.18,5.48,114.46,8.55, 136.02 ,11.91, 14.16 ,,,,,,,,,,,,,,
1874.01,4.66,0.33,0.46,12.37,5.47,118.81,8.41, 142.03 ,11.73, 14.02 ,,,,,,,,,,,,,,
1874.02,4.80,0.33,0.46,12.37,5.44,122.38,8.41, 147.14 ,11.73, 14.10 ,,,,,,,,,,,,,,
1874.03,4.73,0.33,0.46,12.37,5.40,120.60,8.41, 145.83 ,11.73, 14.18 ,,,,,,,,,,,,,,
1874.04,4.60,0.33,0.46,12.18,5.37,119.12,8.55, 144.90 ,11.91, 14.49 ,,,,,,,,,,,,,,
1874.05,4.48,0.33,0.46,12.08,5.34,116.92,8.61, 143.11 ,12.01, 14.69 ,,,,,,,,,,,,,,
1874.06,4.46,0.33,0.46,11.80,5.30,119.22,8.82, 146.81 ,12.30, 15.14 ,,,,,,,,,,,,,,
1874.07,4.46,0.33,0.46,11.89,5.27,118.26,8.75, 146.54 ,12.20, 15.11 ,,,,,,,,,,,,,,
1874.08,4.47,0.33,0.46,11.80,5.24,119.48,8.82, 148.96 ,12.30, 15.33 ,,,,,,,,,,,,,,
1874.09,4.54,0.33,0.46,11.80,5.20,121.36,8.82, 152.21 ,12.30, 15.42 ,,,,,,,,,,,,,,
1874.1,4.53,0.33,0.46,11.61,5.17,123.07,8.97, 155.30 ,12.50, 15.77 ,,,,,,,,,,,,,,
1874.11,4.57,0.33,0.46,11.51,5.14,125.19,9.04, 158.92 ,12.60, 16.00 ,,,,,,,,,,,,,,
1874.12,4.54,0.33,0.46,11.51,5.10,124.36,9.04, 158.83 ,12.60, 16.09 ,,,,,,,,,,,,,,
1875.01,4.54,0.33,0.45,11.51,5.07,124.36,8.97, 159.79 ,12.37, 15.90 ,,,,,,,,,,,,,,
1875.02,4.53,0.33,0.44,11.51,5.03,124.09,8.90, 160.39 ,12.14, 15.70 ,,,,,,,,,,,,,,
1875.03,4.59,0.32,0.44,11.51,4.99,125.73,8.83, 163.46 ,11.92, 15.49 ,,,,,,,,,,,,,,
1875.04,4.65,0.32,0.43,11.61,4.95,126.33,8.69, 165.18 ,11.59, 15.16 ,,,,,,,,,,,,,,
1875.05,4.47,0.32,0.42,11.32,4.91,124.50,8.84, 163.76 ,11.65, 15.32 ,,,,,,,,,,,,,,
1875.06,4.38,0.32,0.41,11.13,4.87,124.08,8.92, 164.18 ,11.62, 15.37 ,,,,,,,,,,,,,,
1875.07,4.39,0.31,0.40,11.13,4.83,124.37,8.85, 165.53 ,11.38, 15.15 ,,,,,,,,,,,,,,
1875.08,4.41,0.31,0.39,11.23,4.79,123.87,8.71, 165.84 ,11.05, 14.79 ,,,,,,,,,,,,,,
1875.09,4.37,0.31,0.39,11.13,4.75,123.80,8.71, 166.71 ,10.91, 14.69 ,,,,,,,,,,,,,,
1875.1,4.30,0.31,0.38,11.13,4.71,121.82,8.64, 165.01 ,10.67, 14.46 ,,,,,,,,,,,,,,
1875.11,4.37,0.30,0.37,11.04,4.67,124.87,8.64, 170.12 ,10.52, 14.34 ,,,,,,,,,,,,,,
1875.12,4.37,0.30,0.36,10.94,4.63,125.95,8.65, 172.58 ,10.38, 14.22 ,,,,,,,,,,,,,,
1876.01,4.46,0.30,0.35,10.85,4.59,129.67,8.72, 178.68 ,10.27, 14.15 ,,,,,,,,,,,,,,
1876.02,4.52,0.30,0.35,10.85,4.58,131.42,8.72, 182.08 ,10.08, 13.97 ,,,,,,,,,,,,,,
1876.03,4.51,0.30,0.34,10.85,4.57,131.13,8.72, 182.69 ,9.89, 13.77 ,,,,,,,,,,,,,,
1876.04,4.34,0.30,0.33,10.75,4.56,127.30,8.80, 178.38 ,9.78, 13.70 ,,,,,,,,,,,,,,
1876.05,4.18,0.30,0.33,10.37,4.54,127.11,9.12, 179.17 ,9.93, 14.00 ,,,,,,,,,,,,,,
1876.06,4.15,0.30,0.32,10.09,4.53,129.77,9.38, 184.02 ,10.01, 14.19 ,,,,,,,,,,,,,,
1876.07,4.10,0.30,0.31,10.09,4.52,128.20,9.38, 182.91 ,9.80, 13.98 ,,,,,,,,,,,,,,
1876.08,3.93,0.30,0.31,10.18,4.51,121.74,9.29, 174.80 ,9.50, 13.64 ,,,,,,,,,,,,,,
1876.09,3.69,0.30,0.30,10.28,4.50,113.25,9.21, 163.70 ,9.21, 13.31 ,,,,,,,,,,,,,,
1876.1,3.67,0.30,0.29,10.47,4.49,110.59,9.04, 160.95 ,8.84, 12.86 ,,,,,,,,,,,,,,
1876.11,3.60,0.30,0.29,10.56,4.47,107.50,8.96, 157.54 ,8.56, 12.55 ,,,,,,,,,,,,,,
1876.12,3.58,0.30,0.28,10.75,4.46,105.01,8.80, 154.97 ,8.21, 12.12 ,,,,,,,,,,,,,,
1877.01,3.55,0.29,0.28,10.94,4.45,102.32,8.38, 152.03 ,8.12, 12.06 ,,,,,,,,,,,,,,
1877.02,3.34,0.28,0.28,10.66,4.44,98.84,8.34, 147.90 ,8.38, 12.54 ,,,,,,,,,,,,,,
1877.03,3.17,0.27,0.29,10.18,4.43,98.20,8.44, 147.98 ,8.83, 13.30 ,,,,,,,,,,,,,,
1877.04,2.94,0.26,0.29,10.47,4.42,88.59,7.93, 134.50 ,8.64, 13.12 ,,,,,,,,,,,,,,
1877.05,2.94,0.25,0.29,10.66,4.41,87.01,7.52, 133.05 ,8.53, 13.05 ,,,,,,,,,,,,,,
1877.06,2.73,0.25,0.29,10.09,4.40,85.37,7.66, 131.51 ,9.07, 13.97 ,,,,,,,,,,,,,,
1877.07,2.85,0.24,0.29,10.18,4.40,88.28,7.30, 136.95 ,9.04, 14.02 ,,,,,,,,,,,,,,
1877.08,3.05,0.23,0.29,9.80,4.39,98.15,7.30, 153.19 ,9.44, 14.73 ,,,,,,,,,,,,,,
1877.09,3.24,0.22,0.30,9.70,4.38,105.29,7.07, 165.25 ,9.59, 15.05 ,,,,,,,,,,,,,,
1877.1,3.31,0.21,0.30,9.70,4.37,107.56,6.77, 169.71 ,9.64, 15.21 ,,,,,,,,,,,,,,
1877.11,3.26,0.20,0.30,9.51,4.36,108.05,6.60, 171.35 ,9.89, 15.68 ,,,,,,,,,,,,,,
1877.12,3.25,0.19,0.30,9.51,4.35,107.72,6.30, 171.66 ,9.94, 15.85 ,,,,,,,,,,,,,,
1878.01,3.25,0.19,0.30,9.23,4.34,111.05,6.47, 177.83 ,10.28, 16.46 ,,,,,,,,,,,,,,
1878.02,3.18,0.19,0.30,9.13,4.33,109.79,6.50, 176.68 ,10.42, 16.76 ,,,,,,,,,,,,,,
1878.03,3.24,0.19,0.30,8.94,4.32,114.25,6.61, 184.73 ,10.67, 17.25 ,,,,,,,,,,,,,,
1878.04,3.33,0.19,0.30,8.85,4.31,118.68,6.65, 192.80 ,10.81, 17.56 ,,,,,,,,,,,,,,
1878.05,3.34,0.19,0.30,8.56,4.30,123.01,6.84, 200.75 ,11.20, 18.28 ,,,,,,,,,,,,,,
1878.06,3.41,0.19,0.31,8.37,4.29,128.44,6.97, 210.56 ,11.49, 18.83 ,,,,,,,,,,,,,,
1878.07,3.48,0.18,0.31,8.47,4.28,129.60,6.86, 213.41 ,11.39, 18.75 ,,,,,,,,,,,,,,
1878.08,3.45,0.18,0.31,8.56,4.27,127.06,6.75, 210.14 ,11.30, 18.68 ,,,,,,,,,,,,,,
1878.09,3.52,0.18,0.31,8.56,4.26,129.64,6.72, 215.33 ,11.32, 18.81 ,,,,,,,,,,,,,,
1878.1,3.48,0.18,0.31,8.47,4.25,129.60,6.77, 216.22 ,11.48, 19.15 ,,,,,,,,,,,,,,
1878.11,3.47,0.18,0.31,8.37,4.24,130.70,6.81, 218.99 ,11.65, 19.51 ,,,,,,,,,,,,,,
1878.12,3.45,0.18,0.31,8.18,4.23,132.97,6.94, 223.76 ,11.95, 20.11 ,,,,,,,,,,,,,,
1879.01,3.58,0.18,0.32,8.28,4.22,136.39,6.92, 230.49 ,12.03, 20.33 ,,,,,,,,,,,,,,
1879.02,3.71,0.18,0.32,8.37,4.20,139.74,6.90, 237.12 ,12.12, 20.56 ,,,,,,,,,,,,,,
1879.03,3.65,0.19,0.33,8.28,4.19,139.06,7.05, 236.96 ,12.48, 21.26 ,,,,,,,,,,,,,,
1879.04,3.77,0.19,0.33,8.18,4.17,145.30,7.20, 248.62 ,12.85, 21.98 ,,,,,,,,,,,,,,
1879.05,3.94,0.19,0.34,8.18,4.15,151.85,7.26, 260.87 ,13.07, 22.46 ,,,,,,,,,,,,,,
1879.06,3.96,0.19,0.35,8.09,4.14,154.42,7.41, 266.34 ,13.45, 23.20 ,,,,,,,,,,,,,,
1879.07,4.04,0.19,0.35,8.18,4.12,155.71,7.39, 269.62 ,13.52, 23.41 ,,,,,,,,,,,,,,
1879.08,4.07,0.19,0.36,8.18,4.10,156.86,7.45, 272.70 ,13.75, 23.90 ,,,,,,,,,,,,,,
1879.09,4.22,0.20,0.36,8.47,4.09,157.16,7.26, 274.27 ,13.50, 23.56 ,,,,,,,,,,,,,,
1879.1,4.68,0.20,0.37,8.94,4.07,165.02,6.94, 289.00 ,12.99, 22.74 ,,,,,,,,,,,,,,
1879.11,4.93,0.20,0.37,9.42,4.05,165.06,6.64, 290.03 ,12.53, 22.01 ,,,,,,,,,,,,,,
1879.12,4.92,0.20,0.38,9.70,4.04,159.88,6.50, 281.88 ,12.35, 21.77 ,,,,,,,,,,,,,,
1880.01,5.11,0.21,0.39,9.99,4.02,161.31,6.47, 285.35 ,12.29, 21.73 ,,,,,,,,,,,,,,
1880.02,5.20,0.21,0.40,9.99,3.99,164.15,6.63, 291.35 ,12.57, 22.32 ,,,,,,,,,,,,,,
1880.03,5.30,0.22,0.41,10.09,3.97,165.73,6.72, 295.15 ,12.74, 22.69 ,,,,,,,,,,,,,,
1880.04,5.18,0.22,0.42,9.70,3.94,168.33,7.15, 300.84 ,13.54, 24.20 ,,,,,,,,,,,,,,
1880.05,4.77,0.23,0.43,9.42,3.91,159.70,7.53, 286.54 ,14.26, 25.58 ,,,,,,,,,,,,,,
1880.06,4.79,0.23,0.44,9.23,3.89,163.68,7.86, 294.86 ,14.86, 26.78 ,,,,,,,,,,,,,,
1880.07,5.01,0.24,0.44,9.23,3.86,171.20,8.03, 309.60 ,15.18, 27.45 ,,,,,,,,,,,,,,
1880.08,5.19,0.24,0.45,9.23,3.83,177.35,8.20, 321.96 ,15.49, 28.12 ,,,,,,,,,,,,,,
1880.09,5.18,0.25,0.46,9.32,3.81,175.20,8.29, 319.32 ,15.64, 28.51 ,,,,,,,,,,,,,,
1880.1,5.33,0.25,0.47,9.32,3.78,180.27,8.46, 329.85 ,15.95, 29.19 ,,,,,,,,,,,,,,
1880.11,5.61,0.26,0.48,9.42,3.75,187.82,8.54, 344.97 ,16.10, 29.57 ,,,,,,,,,,,,,,
1880.12,5.84,0.26,0.49,9.51,3.73,193.57,8.62, 356.84 ,16.24, 29.94 ,,,,,,,,,,,,,,
1881.01,6.19,0.27,0.49,9.42,3.70,207.24,8.87, 383.41 ,16.26, 30.09 ,,,,,,,,,,,,,,
1881.02,6.17,0.27,0.48,9.51,3.69,204.51,8.95, 379.73 ,15.97, 29.65 ,,,,,,,,,,,,,,
1881.03,6.24,0.28,0.48,9.51,3.69,206.83,9.11, 385.45 ,15.83, 29.50 ,,,,,,,,,,,,,,
1881.04,6.22,0.28,0.47,9.61,3.68,204.12,9.19, 381.84 ,15.53, 29.06 ,,,,,,,,,,,,,,
1881.05,6.50,0.29,0.47,9.51,3.67,215.45,9.45, 404.49 ,15.55, 29.20 ,,,,,,,,,,,,,,
1881.06,6.58,0.29,0.47,9.51,3.67,218.10,9.61, 410.97 ,15.41, 29.04 ,,,,,,,,,,,,,,
1881.07,6.35,0.30,0.46,9.61,3.66,208.39,9.68, 394.20 ,15.12, 28.61 ,,,,,,,,,,,,,,
1881.08,6.20,0.30,0.46,9.80,3.65,199.52,9.65, 378.93 ,14.70, 27.91 ,,,,,,,,,,,,,,
1881.09,6.25,0.31,0.45,10.18,3.65,193.61,9.45, 369.20 ,14.02, 26.73 ,,,,,,,,,,,,,,
1881.1,6.15,0.31,0.45,10.28,3.64,188.74,9.51, 361.44 ,13.76, 26.35 ,,,,,,,,,,,,,,
1881.11,6.19,0.32,0.44,10.18,3.63,191.75,9.76, 368.75 ,13.76, 26.46 ,,,,,,,,,,,,,,
1881.12,6.01,0.32,0.44,10.18,3.63,186.17,9.91, 359.62 ,13.63, 26.33 ,,,,,,,,,,,,,,
1882.01,5.92,0.32,0.44,10.18,3.62,183.38,9.91, 355.83 ,13.61, 26.40 ,,,,,,,,,,,,,,
1882.02,5.79,0.32,0.44,10.28,3.62,177.70,9.82, 346.38 ,13.45, 26.22 ,,,,,,,,,,,,,,
1882.03,5.78,0.32,0.44,10.28,3.62,177.39,9.82, 347.38 ,13.43, 26.29 ,,,,,,,,,,,,,,
1882.04,5.78,0.32,0.44,10.37,3.62,175.76,9.73, 345.78 ,13.28, 26.12 ,,,,,,,,,,,,,,
1882.05,5.71,0.32,0.44,10.47,3.62,172.06,9.64, 340.07 ,13.13, 25.95 ,,,,,,,,,,,,,,
1882.06,5.68,0.32,0.44,10.56,3.62,169.61,9.56, 336.81 ,12.99, 25.79 ,,,,,,,,,,,,,,
1882.07,6.00,0.32,0.43,10.47,3.63,180.79,9.64, 360.61 ,13.08, 26.10 ,,,,,,,,,,,,,,
1882.08,6.18,0.32,0.43,10.56,3.63,184.54,9.56, 369.67 ,12.94, 25.92 ,,,,,,,,,,,,,,
1882.09,6.24,0.32,0.43,10.28,3.63,191.51,9.82, 385.27 ,13.27, 26.70 ,,,,,,,,,,,,,,
1882.1,6.07,0.32,0.43,10.18,3.63,188.03,9.91, 379.94 ,13.37, 27.02 ,,,,,,,,,,,,,,
1882.11,5.81,0.32,0.43,10.09,3.63,181.68,10.01, 368.78 ,13.47, 27.34 ,,,,,,,,,,,,,,
1882.12,5.84,0.32,0.43,9.99,3.63,184.35,10.10, 375.92 ,13.57, 27.68 ,,,,,,,,,,,,,,
1883.01,5.81,0.32,0.43,9.99,3.63,183.40,10.13, 375.71 ,13.49, 27.64 ,,,,,,,,,,,,,,
1883.02,5.68,0.32,0.43,10.09,3.63,177.61,10.06, 365.56 ,13.29, 27.35 ,,,,,,,,,,,,,,
1883.03,5.75,0.32,0.42,9.99,3.63,181.51,10.18, 375.33 ,13.34, 27.58 ,,,,,,,,,,,,,,
1883.04,5.87,0.32,0.42,9.90,3.63,187.08,10.30, 388.62 ,13.39, 27.81 ,,,,,,,,,,,,,,
1883.05,5.77,0.32,0.42,9.80,3.63,185.68,10.43, 387.52 ,13.44, 28.04 ,,,,,,,,,,,,,,
1883.06,5.82,0.33,0.42,9.51,3.63,192.91,10.77, 404.48 ,13.76, 28.84 ,,,,,,,,,,,,,,
1883.07,5.73,0.33,0.41,9.32,3.63,193.80,11.02, 408.28 ,13.95, 29.39 ,,,,,,,,,,,,,,
1883.08,5.47,0.33,0.41,9.32,3.62,185.01,11.05, 391.69 ,13.87, 29.36 ,,,,,,,,,,,,,,
1883.09,5.53,0.33,0.41,9.23,3.62,188.96,11.19, 402.04 ,13.92, 29.63 ,,,,,,,,,,,,,,
1883.1,5.38,0.33,0.41,9.23,3.62,183.84,11.22, 393.13 ,13.84, 29.59 ,,,,,,,,,,,,,,
1883.11,5.46,0.33,0.40,9.13,3.62,188.51,11.37, 405.15 ,13.90, 29.87 ,,,,,,,,,,,,,,
1883.12,5.34,0.33,0.40,9.23,3.62,182.47,11.28, 394.19 ,13.67, 29.53 ,,,,,,,,,,,,,,
1884.01,5.18,0.33,0.39,9.23,3.62,177.00,11.22, 384.39 ,13.41, 29.13 ,,,,,,,,,,,,,,
1884.02,5.32,0.33,0.39,9.23,3.61,181.79,11.16, 396.80 ,13.16, 28.72 ,,,,,,,,,,,,,,
1884.03,5.30,0.33,0.38,9.23,3.60,181.10,11.11, 397.33 ,12.90, 28.30 ,,,,,,,,,,,,,,
1884.04,5.06,0.32,0.37,9.04,3.60,176.54,11.28, 389.39 ,12.91, 28.47 ,,,,,,,,,,,,,,
1884.05,4.65,0.32,0.36,8.85,3.59,165.73,11.47, 367.64 ,12.92, 28.66 ,,,,,,,,,,,,,,
1884.06,4.46,0.32,0.36,8.85,3.58,158.96,11.40, 354.73 ,12.65, 28.23 ,,,,,,,,,,,,,,
1884.07,4.46,0.32,0.35,8.75,3.57,160.68,11.47, 360.71 ,12.52, 28.10 ,,,,,,,,,,,,,,
1884.08,4.74,0.32,0.34,8.75,3.56,170.77,11.41, 385.49 ,12.25, 27.65 ,,,,,,,,,,,,,,
1884.09,4.59,0.32,0.33,8.66,3.55,167.18,11.47, 379.55 ,12.11, 27.49 ,,,,,,,,,,,,,,
1884.1,4.44,0.31,0.33,8.56,3.55,163.52,11.54, 373.41 ,11.97, 27.33 ,,,,,,,,,,,,,,
1884.11,4.35,0.31,0.32,8.37,3.54,163.84,11.74, 376.39 ,11.96, 27.47 ,,,,,,,,,,,,,,
1884.12,4.34,0.31,0.31,8.28,3.53,165.35,11.81, 382.10 ,11.81, 27.29 ,,,,,,,,,,,,,,
1885.01,4.24,0.30,0.31,8.28,3.52,161.54,11.59, 375.53 ,11.68, 27.16 ,,,,,,,,,,,,,,
1885.02,4.37,0.30,0.30,8.37,3.51,164.60,11.24, 384.82 ,11.42, 26.71 ,,,,,,,,,,,,,,
1885.03,4.38,0.29,0.30,8.18,3.50,168.81,11.27, 396.87 ,11.56, 27.18 ,,,,,,,,,,,,,,
1885.04,4.37,0.29,0.30,8.28,3.48,166.49,10.92, 393.55 ,11.30, 26.72 ,,,,,,,,,,,,,,
1885.05,4.32,0.28,0.29,8.09,3.47,168.46,10.95, 400.36 ,11.44, 27.18 ,,,,,,,,,,,,,,
1885.06,4.30,0.28,0.29,7.90,3.46,171.72,10.98, 410.29 ,11.58, 27.67 ,,,,,,,,,,,,,,
1885.07,4.46,0.27,0.29,7.99,3.45,175.99,10.62, 422.60 ,11.31, 27.17 ,,,,,,,,,,,,,,
1885.08,4.71,0.26,0.28,7.99,3.43,185.85,10.39, 448.37 ,11.18, 26.97 ,,,,,,,,,,,,,,
1885.09,4.65,0.26,0.28,7.90,3.42,185.69,10.28, 450.06 ,11.18, 27.10 ,,,,,,,,,,,,,,
1885.1,4.92,0.25,0.28,7.90,3.41,196.48,10.05, 478.22 ,11.05, 26.90 ,,,,,,,,,,,,,,
1885.11,5.24,0.25,0.27,7.99,3.40,206.76,9.70, 505.23 ,10.78, 26.35 ,,,,,,,,,,,,,,
1885.12,5.20,0.24,0.27,8.18,3.38,200.41,9.25, 491.60 ,10.41, 25.53 ,,,,,,,,,,,,,,
1886.01,5.20,0.24,0.28,7.99,3.37,205.19,9.40, 505.22 ,10.85, 26.72 ,,,,,,,,,,,,,,
1886.02,5.30,0.24,0.28,7.99,3.38,209.13,9.34, 516.85 ,11.05, 27.31 ,,,,,,,,,,,,,,
1886.03,5.19,0.24,0.29,7.90,3.40,207.26,9.38, 514.16 ,11.38, 28.23 ,,,,,,,,,,,,,,
1886.04,5.12,0.23,0.29,7.80,3.41,206.96,9.43, 515.36 ,11.72, 29.19 ,,,,,,,,,,,,,,
1886.05,5.02,0.23,0.30,7.61,3.42,207.99,9.60, 519.92 ,12.22, 30.55 ,,,,,,,,,,,,,,
1886.06,5.25,0.23,0.30,7.52,3.43,220.27,9.65, 552.63 ,12.59, 31.58 ,,,,,,,,,,,,,,
1886.07,5.33,0.23,0.31,7.61,3.45,220.83,9.46, 556.02 ,12.64, 31.82 ,,,,,,,,,,,,,,
1886.08,5.37,0.23,0.31,7.71,3.46,219.74,9.28, 555.22 ,12.69, 32.05 ,,,,,,,,,,,,,,
1886.09,5.51,0.23,0.32,7.71,3.47,225.47,9.21, 571.63 ,12.89, 32.68 ,,,,,,,,,,,,,,
1886.1,5.65,0.22,0.32,7.71,3.48,231.20,9.14, 588.09 ,13.09, 33.31 ,,,,,,,,,,,,,,
1886.11,5.79,0.22,0.33,7.71,3.50,236.93,9.07, 604.58 ,13.30, 33.94 ,,,,,,,,,,,,,,
1886.12,5.64,0.22,0.33,7.80,3.51,227.98,8.89, 583.63 ,13.34, 34.15 ,,,,,,,,,,,,,,
1887.01,5.58,0.22,0.33,7.99,3.52,220.18,8.78, 565.54 ,13.12, 33.70 ,,,,,,,,,,,,,,
1887.02,5.54,0.23,0.34,8.09,3.53,216.03,8.77, 556.76 ,13.06, 33.67 ,,,,,,,,,,,,,,
1887.03,5.67,0.23,0.34,8.09,3.55,221.10,8.87, 571.73 ,13.16, 34.03 ,,,,,,,,,,,,,,
1887.04,5.80,0.23,0.34,8.09,3.56,226.17,8.97, 586.77 ,13.26, 34.40 ,,,,,,,,,,,,,,
1887.05,5.90,0.23,0.34,8.09,3.57,230.07,9.07, 598.85 ,13.36, 34.76 ,,,,,,,,,,,,,,
1887.06,5.73,0.24,0.35,7.99,3.58,226.10,9.27, 590.53 ,13.61, 35.56 ,,,,,,,,,,,,,,
1887.07,5.59,0.24,0.35,7.90,3.60,223.23,9.48, 585.11 ,13.88, 36.37 ,,,,,,,,,,,,,,
1887.08,5.45,0.24,0.35,7.99,3.61,215.05,9.47, 565.73 ,13.81, 36.33 ,,,,,,,,,,,,,,
1887.09,5.38,0.24,0.35,7.90,3.62,214.85,9.68, 567.32 ,14.08, 37.17 ,,,,,,,,,,,,,,
1887.1,5.20,0.25,0.36,7.99,3.63,205.19,9.67, 543.94 ,14.01, 37.13 ,,,,,,,,,,,,,,
1887.11,5.30,0.25,0.36,8.09,3.65,206.67,9.65, 550.01 ,13.94, 37.10 ,,,,,,,,,,,,,,
1887.12,5.27,0.25,0.36,8.28,3.66,200.78,9.52, 536.43 ,13.72, 36.64 ,,,,,,,,,,,,,,
1888.01,5.31,0.25,0.35,8.37,3.67,200.00,9.35, 536.44 ,13.25, 35.53 ,,,,,,,,,,,,,,
1888.02,5.28,0.25,0.34,8.28,3.65,201.16,9.40, 541.64 ,13.08, 35.22 ,,,,,,,,,,,,,,
1888.03,5.08,0.25,0.34,8.28,3.63,193.54,9.33, 523.22 ,12.76, 34.50 ,,,,,,,,,,,,,,
1888.04,5.10,0.24,0.33,8.18,3.62,196.56,9.38, 533.50 ,12.59, 34.18 ,,,,,,,,,,,,,,
1888.05,5.17,0.24,0.32,8.09,3.60,201.60,9.43, 549.32 ,12.41, 33.82 ,,,,,,,,,,,,,,
1888.06,5.01,0.24,0.31,7.99,3.58,197.69,9.47, 540.81 ,12.23, 33.46 ,,,,,,,,,,,,,,
1888.07,5.14,0.24,0.30,8.09,3.56,200.43,9.29, 550.43 ,11.76, 32.31 ,,,,,,,,,,,,,,
1888.08,5.25,0.24,0.29,8.09,3.54,204.72,9.23, 564.32 ,11.44, 31.53 ,,,,,,,,,,,,,,
1888.09,5.38,0.24,0.29,8.09,3.52,209.79,9.16, 580.40 ,11.11, 30.75 ,,,,,,,,,,,,,,
1888.1,5.35,0.23,0.28,8.18,3.51,206.20,8.99, 572.53 ,10.66, 29.61 ,,,,,,,,,,,,,,
