Date,SPcompP,Dividends,Earnings,CPI,GS10,Realprice,Realdividend, RealTotReturnPrice ,RealEarnings, RealTRScaledEarnings ,,,,,,,,,,,,,,
1960.11,55.47,1.95,3.27,29.80,3.93,587.02,20.64," 64,903.36 ",34.61," 3,826.10 ",,,,,,,,,,,,,,
1960.12,56.80,1.95,3.27,29.80,3.84,601.10,20.64," 66,649.68 ",34.61," 3,837.05 ",,,,,,,,,,,,,,
1961.01,59.72,1.95,3.21,29.80,3.84,632.00,20.60," 70,266.39 ",33.97," 3,776.88 ",,,,,,,,,,,,,,
1961.02,62.17,1.94,3.15,29.80,3.78,657.93,20.57," 73,339.60 ",33.34," 3,715.94 ",,,,,,,,,,,,,,
1961.03,64.12,1.94,3.09,29.80,3.74,678.56,20.53," 75,830.65 ",32.70," 3,654.35 ",,,,,,,,,,,,,,
1961.04,65.83,1.94,3.07,29.80,3.78,696.66,20.53," 78,044.15 ",32.49," 3,639.61 ",,,,,,,,,,,,,,
1961.05,66.50,1.94,3.05,29.80,3.71,703.75,20.53," 79,030.12 ",32.28," 3,624.69 ",,,,,,,,,,,,,,
1961.06,65.62,1.94,3.03,29.80,3.88,694.44,20.53," 78,176.44 ",32.07," 3,609.79 ",,,,,,,,,,,,,,
1961.07,65.44,1.95,3.04,30.00,3.92,687.92,20.46," 77,634.23 ",31.92," 3,602.53 ",,,,,,,,,,,,,,
1961.08,67.79,1.95,3.04,29.90,4.04,715.00,20.60," 80,884.86 ",32.10," 3,631.20 ",,,,,,,,,,,,,,
1961.09,67.26,1.96,3.05,30.00,3.98,707.05,20.60," 80,179.20 ",32.06," 3,635.84 ",,,,,,,,,,,,,,
1961.1,68.00,1.98,3.10,30.00,3.92,714.83,20.81," 81,258.03 ",32.55," 3,700.43 ",,,,,,,,,,,,,,
1961.11,71.08,2.00,3.14,30.00,3.94,747.20,21.02," 85,137.71 ",33.04," 3,765.00 ",,,,,,,,,,,,,,
1961.12,71.74,2.02,3.19,30.00,4.06,754.14,21.23," 86,129.86 ",33.53," 3,829.86 ",,,,,,,,,,,,,,
1962.01,69.07,2.03,3.25,30.00,4.08,726.07,21.30," 83,127.07 ",34.16," 3,911.44 ",,,,,,,,,,,,,,
1962.02,70.22,2.03,3.31,30.10,4.04,735.71,21.30," 84,433.60 ",34.68," 3,979.99 ",,,,,,,,,,,,,,
1962.03,70.29,2.04,3.37,30.10,3.93,736.44,21.37," 84,722.18 ",35.31," 4,061.94 ",,,,,,,,,,,,,,
1962.04,68.05,2.05,3.40,30.20,3.84,710.61,21.37," 81,955.55 ",35.54," 4,098.78 ",,,,,,,,,,,,,,
1962.05,62.99,2.05,3.44,30.20,3.87,657.78,21.44," 76,067.65 ",35.89," 4,150.17 ",,,,,,,,,,,,,,
1962.06,55.63,2.06,3.47,30.20,3.91,580.92,21.51," 67,386.92 ",36.24," 4,203.35 ",,,,,,,,,,,,,,
1962.07,56.97,2.07,3.49,30.30,4.01,592.95,21.51," 68,990.29 ",36.32," 4,226.37 ",,,,,,,,,,,,,,
1962.08,58.52,2.07,3.51,30.30,3.98,609.08,21.58," 71,076.56 ",36.53," 4,263.14 ",,,,,,,,,,,,,,
1962.09,58.00,2.08,3.53,30.40,3.98,601.68,21.58," 70,423.09 ",36.62," 4,286.10 ",,,,,,,,,,,,,,
1962.1,56.17,2.10,3.58,30.40,3.93,582.70,21.75," 68,413.27 ",37.10," 4,356.27 ",,,,,,,,,,,,,,
1962.11,60.04,2.11,3.62,30.40,3.92,622.85,21.92," 73,341.30 ",37.59," 4,426.04 ",,,,,,,,,,,,,,
1962.12,62.64,2.13,3.67,30.40,3.86,649.82,22.10," 76,734.13 ",38.07," 4,495.76 ",,,,,,,,,,,,,,
1963.01,65.06,2.14,3.68,30.40,3.83,674.92,22.17," 79,916.75 ",38.21," 4,524.44 ",,,,,,,,,,,,,,
1963.02,65.92,2.14,3.70,30.40,3.92,683.84,22.23," 81,192.54 ",38.35," 4,553.13 ",,,,,,,,,,,,,,
1963.03,65.67,2.15,3.71,30.50,3.93,679.02,22.23," 80,839.37 ",38.36," 4,566.99 ",,,,,,,,,,,,,,
1963.04,68.76,2.17,3.75,30.50,3.97,710.97,22.40," 84,865.41 ",38.81," 4,632.46 ",,,,,,,,,,,,,,
1963.05,70.14,2.18,3.80,30.50,3.93,725.24,22.58," 86,793.20 ",39.26," 4,698.11 ",,,,,,,,,,,,,,
1963.06,70.11,2.20,3.84,30.60,3.99,722.56,22.67," 86,698.68 ",39.58," 4,748.58 ",,,,,,,,,,,,,,
1963.07,69.07,2.20,3.88,30.70,4.02,709.52,22.63," 85,360.71 ",39.86," 4,795.13 ",,,,,,,,,,,,,,
1963.08,70.98,2.21,3.92,30.70,4.00,729.14,22.67," 87,948.46 ",40.27," 4,857.11 ",,,,,,,,,,,,,,
1963.09,72.85,2.21,3.96,30.70,4.08,748.35,22.70," 90,493.69 ",40.68," 4,919.08 ",,,,,,,,,,,,,,
1963.1,73.03,2.23,3.98,30.80,4.11,747.76,22.87," 90,653.18 ",40.75," 4,940.43 ",,,,,,,,,,,,,,
1963.11,72.62,2.26,4.00,30.80,4.12,743.56,23.11," 90,377.68 ",40.96," 4,978.12 ",,,,,,,,,,,,,,
1963.12,74.17,2.28,4.02,30.90,4.13,756.98,23.27," 92,243.67 ",41.03," 4,999.59 ",,,,,,,,,,,,,,
1964.01,76.45,2.30,4.07,30.90,4.17,780.25,23.44," 95,317.28 ",41.57," 5,078.60 ",,,,,,,,,,,,,,
1964.02,77.39,2.31,4.13,30.90,4.15,789.84,23.61," 96,729.62 ",42.12," 5,157.92 ",,,,,,,,,,,,,,
1964.03,78.80,2.33,4.18,30.90,4.22,804.23,23.78," 98,734.67 ",42.66," 5,237.45 ",,,,,,,,,,,,,,
1964.04,79.94,2.35,4.23,30.90,4.23,815.87,23.95," 100,408.09 ",43.17," 5,313.06 ",,,,,,,,,,,,,,
1964.05,80.72,2.36,4.28,30.90,4.20,823.83,24.12," 101,635.17 ",43.68," 5,388.98 ",,,,,,,,,,,,,,
1964.06,80.24,2.38,4.33,31.00,4.17,816.29,24.21," 100,953.81 ",44.05," 5,447.78 ",,,,,,,,,,,,,,
1964.07,83.22,2.40,4.38,31.10,4.19,843.88,24.34," 104,617.25 ",44.38," 5,501.98 ",,,,,,,,,,,,,,
1964.08,82.00,2.42,4.42,31.00,4.19,834.19,24.62," 103,670.43 ",45.00," 5,592.30 ",,,,,,,,,,,,,,
1964.09,83.41,2.44,4.47,31.10,4.20,845.81,24.74," 105,370.22 ",45.33," 5,646.86 ",,,,,,,,,,,,,,
1964.1,84.85,2.46,4.50,31.10,4.19,860.41,24.95," 107,448.32 ",45.60," 5,694.28 ",,,,,,,,,,,,,,
1964.11,85.44,2.48,4.52,31.20,4.15,863.61,25.07," 108,109.54 ",45.72," 5,723.49 ",,,,,,,,,,,,,,
1964.12,83.96,2.50,4.55,31.20,4.18,848.65,25.27," 106,500.47 ",45.99," 5,771.52 ",,,,,,,,,,,,,,
1965.01,86.12,2.52,4.59,31.20,4.19,870.49,25.44," 109,506.38 ",46.43," 5,840.68 ",,,,,,,,,,,,,,
1965.02,86.75,2.53,4.64,31.20,4.21,876.86,25.61," 110,575.90 ",46.87," 5,910.13 ",,,,,,,,,,,,,,
1965.03,86.83,2.55,4.68,31.30,4.21,874.86,25.69," 110,594.27 ",47.15," 5,960.86 ",,,,,,,,,,,,,,
1965.04,87.97,2.57,4.73,31.40,4.20,883.52,25.81," 111,961.35 ",47.54," 6,024.21 ",,,,,,,,,,,,,,
1965.05,89.28,2.59,4.79,31.40,4.21,896.68,26.01," 113,903.31 ",48.07," 6,106.83 ",,,,,,,,,,,,,,
1965.06,85.04,2.61,4.84,31.60,4.21,848.69,26.05," 108,082.99 ",48.30," 6,151.48 ",,,,,,,,,,,,,,
1965.07,84.91,2.63,4.89,31.60,4.20,847.39,26.21," 108,195.96 ",48.77," 6,226.80 ",,,,,,,,,,,,,,
1965.08,86.49,2.64,4.93,31.60,4.25,863.16,26.38," 110,489.95 ",49.23," 6,302.27 ",,,,,,,,,,,,,,
1965.09,89.38,2.66,4.98,31.60,4.29,892.00,26.55," 114,465.07 ",49.70," 6,377.67 ",,,,,,,,,,,,,,
1965.1,91.39,2.68,5.05,31.70,4.35,909.19,26.66," 116,955.09 ",50.24," 6,462.67 ",,,,,,,,,,,,,,
1965.11,92.15,2.70,5.12,31.70,4.45,916.75,26.86," 118,215.63 ",50.94," 6,568.25 ",,,,,,,,,,,,,,
1965.12,91.73,2.72,5.19,31.80,4.62,909.70,26.97," 117,596.64 ",51.47," 6,653.51 ",,,,,,,,,,,,,,
1966.01,93.32,2.74,5.24,31.80,4.61,925.47,27.17," 119,927.72 ",51.97," 6,734.05 ",,,,,,,,,,,,,,
1966.02,92.69,2.76,5.29,32.00,4.83,913.47,27.20," 118,667.34 ",52.13," 6,772.58 ",,,,,,,,,,,,,,
1966.03,88.88,2.78,5.34,32.10,4.87,873.20,27.31," 113,730.73 ",52.46," 6,833.06 ",,,,,,,,,,,,,,
1966.04,91.60,2.80,5.38,32.30,4.75,894.35,27.31," 116,781.84 ",52.53," 6,859.02 ",,,,,,,,,,,,,,
1966.05,86.78,2.81,5.42,32.30,4.78,847.29,27.47," 110,935.67 ",52.92," 6,928.69 ",,,,,,,,,,,,,,
1966.06,86.06,2.83,5.46,32.40,4.81,837.66,27.55," 109,976.25 ",53.14," 6,977.35 ",,,,,,,,,,,,,,
1966.07,85.84,2.85,5.48,32.50,5.02,832.95,27.66," 109,660.15 ",53.14," 6,996.42 ",,,,,,,,,,,,,,
1966.08,80.65,2.87,5.49,32.70,5.22,777.80,27.68," 102,703.47 ",52.98," 6,995.46 ",,,,,,,,,,,,,,
1966.09,77.81,2.89,5.51,32.70,5.18,750.41,27.87," 99,393.57 ",53.14," 7,038.41 ",,,,,,,,,,,,,,
1966.1,77.13,2.88,5.52,32.90,5.01,739.33,27.64," 98,231.07 ",52.94," 7,034.39 ",,,,,,,,,,,,,,
1966.11,80.99,2.88,5.54,32.90,5.16,776.33,27.57," 103,452.39 ",53.07," 7,072.25 ",,,,,,,,,,,,,,
1966.12,81.33,2.87,5.55,32.90,4.84,779.59,27.51," 104,192.18 ",53.20," 7,110.13 ",,,,,,,,,,,,,,
1967.01,84.45,2.88,5.52,32.90,4.58,809.50,27.61," 108,496.69 ",52.88," 7,087.51 ",,,,,,,,,,,,,,
1967.02,87.36,2.89,5.48,32.90,4.63,837.39,27.70," 112,544.71 ",52.56," 7,064.10 ",,,,,,,,,,,,,,
1967.03,89.42,2.90,5.45,33.00,4.54,854.54,27.71," 115,159.89 ",52.08," 7,018.80 ",,,,,,,,,,,,,,
1967.04,90.96,2.90,5.41,33.10,4.59,866.63,27.63," 117,099.57 ",51.54," 6,964.69 ",,,,,,,,,,,,,,
1967.05,92.59,2.90,5.37,33.20,4.85,879.51,27.55," 119,149.13 ",51.01," 6,910.37 ",,,,,,,,,,,,,,
1967.06,91.43,2.90,5.33,33.30,5.02,865.88,27.46," 117,613.12 ",50.48," 6,856.37 ",,,,,,,,,,,,,,
1967.07,93.01,2.91,5.32,33.40,5.16,878.21,27.44," 119,598.03 ",50.23," 6,840.79 ",,,,,,,,,,,,,,
1967.08,94.49,2.91,5.31,33.50,5.28,889.52,27.43," 121,449.66 ",49.99," 6,825.04 ",,,,,,,,,,,,,,
1967.09,95.81,2.92,5.30,33.60,5.30,899.26,27.41," 123,091.60 ",49.75," 6,809.16 ",,,,,,,,,,,,,,
1967.1,95.66,2.92,5.31,33.70,5.48,895.19,27.33," 122,845.90 ",49.69," 6,819.06 ",,,,,,,,,,,,,,
1967.11,92.66,2.92,5.32,33.80,5.75,864.55,27.24," 118,952.83 ",49.64," 6,829.58 ",,,,,,,,,,,,,,
1967.12,95.30,2.92,5.33,33.90,5.70,886.56,27.16," 122,292.52 ",49.58," 6,839.65 ",,,,,,,,,,,,,,
1968.01,95.04,2.93,5.37,34.10,5.53,878.95,27.10," 121,555.06 ",49.63," 6,863.91 ",,,,,,,,,,,,,,
1968.02,90.75,2.94,5.40,34.20,5.56,836.82,27.11," 116,041.26 ",49.83," 6,909.19 ",,,,,,,,,,,,,,
1968.03,89.09,2.95,5.44,34.30,5.74,819.12,27.12," 113,899.93 ",50.02," 6,954.94 ",,,,,,,,,,,,,,
1968.04,95.67,2.96,5.48,34.40,5.64,877.06,27.17," 122,271.58 ",50.27," 7,008.00 ",,,,,,,,,,,,,,
1968.05,97.87,2.98,5.53,34.50,5.87,894.63,27.21," 125,036.85 ",50.52," 7,060.77 ",,,,,,,,,,,,,,
1968.06,100.50,2.99,5.57,34.70,5.72,913.38,27.17," 127,973.34 ",50.62," 7,092.65 ",,,,,,,,,,,,,,
1968.07,100.30,3.00,5.60,34.90,5.50,906.33,27.14," 127,303.63 ",50.60," 7,107.68 ",,,,,,,,,,,,,,
1968.08,98.11,3.02,5.63,35.00,5.42,884.01,27.18," 124,486.39 ",50.73," 7,143.60 ",,,,,,,,,,,,,,
1968.09,101.30,3.03,5.66,35.10,5.46,910.16,27.22," 128,487.28 ",50.85," 7,179.05 ",,,,,,,,,,,,,,
1968.1,103.80,3.04,5.69,35.30,5.58,927.33,27.19," 131,232.16 ",50.86," 7,197.96 ",,,,,,,,,,,,,,
1968.11,105.40,3.06,5.73,35.40,5.70,938.97,27.23," 133,199.71 ",51.02," 7,237.10 ",,,,,,,,,,,,,,
1968.12,106.50,3.07,5.76,35.50,6.03,946.09,27.27," 134,533.11 ",51.17," 7,276.16 ",,,,,,,,,,,,,,
1969.01,102.00,3.08,5.78,35.60,6.04,903.57,27.28," 128,810.00 ",51.20," 7,299.23 ",,,,,,,,,,,,,,
1969.02,101.50,3.09,5.80,35.80,6.19,894.12,27.22," 127,785.86 ",51.09," 7,302.05 ",,,,,,,,,,,,,,
1969.03,99.30,3.10,5.82,36.10,6.30,867.47,27.08," 124,299.73 ",50.84," 7,285.24 ",,,,,,,,,,,,,,
1969.04,101.30,3.11,5.83,36.30,6.17,880.07,27.02," 126,427.24 ",50.62," 7,271.96 ",,,,,,,,,,,,,,
1969.05,104.60,3.12,5.83,36.40,6.32,906.24,27.03," 130,510.76 ",50.54," 7,278.32 ",,,,,,,,,,,,,,
1969.06,99.14,3.13,5.84,36.60,6.57,854.24,26.97," 123,345.96 ",50.32," 7,265.89 ",,,,,,,,,,,,,,
1969.07,94.71,3.14,5.86,36.80,6.72,811.64,26.88," 117,517.38 ",50.19," 7,267.03 ",,,,,,,,,,,,,,
1969.08,94.18,3.14,5.87,37.00,6.69,802.73,26.79," 116,551.34 ",50.06," 7,268.47 ",,,,,,,,,,,,,,
1969.09,94.51,3.15,5.89,37.10,7.16,803.37,26.78," 116,968.45 ",50.07," 7,289.64 ",,,,,,,,,,,,,,
1969.1,95.52,3.15,5.85,37.30,7.10,807.60,26.66," 117,908.05 ",49.49," 7,225.24 ",,,,,,,,,,,,,,
1969.11,96.21,3.16,5.82,37.50,7.14,809.10,26.55," 118,449.37 ",48.92," 7,161.22 ",,,,,,,,,,,,,,
1969.12,91.11,3.16,5.78,37.70,7.65,762.15,26.43," 111,897.90 ",48.35," 7,098.78 ",,,,,,,,,,,,,,
1970.01,90.31,3.16,5.73,37.80,7.79,753.45,26.39," 110,944.84 ",47.81," 7,039.24 ",,,,,,,,,,,,,,
1970.02,87.16,3.17,5.68,38.00,7.24,723.35,26.28," 106,834.03 ",47.14," 6,962.11 ",,,,,,,,,,,,,,
1970.03,88.65,3.17,5.63,38.20,7.07,731.86,26.17," 108,413.55 ",46.48," 6,885.15 ",,,,,,,,,,,,,,
1970.04,85.95,3.17,5.59,38.50,7.39,704.04,25.99," 104,613.44 ",45.82," 6,807.88 ",,,,,,,,,,,,,,
1970.05,76.06,3.18,5.56,38.60,7.91,621.42,25.95," 92,657.43 ",45.40," 6,769.22 ",,,,,,,,,,,,,,
1970.06,75.59,3.18,5.52,38.80,7.84,614.39,25.85," 91,931.37 ",44.87," 6,713.34 ",,,,,,,,,,,,,,
1970.07,75.72,3.18,5.47,39.00,7.46,612.29,25.74," 91,938.19 ",44.21," 6,637.56 ",,,,,,,,,,,,,,
1970.08,77.92,3.19,5.41,39.00,7.53,630.08,25.77," 94,931.84 ",43.77," 6,595.19 ",,,,,,,,,,,,,,
1970.09,82.58,3.19,5.36,39.20,7.39,664.36,25.66," 100,418.14 ",43.12," 6,517.82 ",,,,,,,,,,,,,,
1970.1,84.37,3.17,5.28,39.40,7.33,675.31,25.40," 102,393.94 ",42.29," 6,412.01 ",,,,,,,,,,,,,,
1970.11,84.28,3.16,5.21,39.60,6.84,671.19,25.14," 102,085.77 ",41.46," 6,306.68 ",,,,,,,,,,,,,,
1970.12,90.05,3.14,5.13,39.80,6.39,713.53,24.88," 108,842.03 ",40.65," 6,200.55 ",,,,,,,,,,,,,,
1971.01,93.49,3.13,5.16,39.80,6.24,740.79,24.80," 113,315.17 ",40.89," 6,254.21 ",,,,,,,,,,,,,,
1971.02,97.11,3.12,5.19,39.90,6.11,767.55,24.66," 117,722.17 ",41.02," 6,291.61 ",,,,,,,,,,,,,,
1971.03,99.60,3.11,5.22,40.00,5.70,785.26,24.52," 120,752.22 ",41.16," 6,328.58 ",,,,,,,,,,,,,,
1971.04,103.00,3.11,5.25,40.10,5.83,810.04,24.43," 124,875.97 ",41.31," 6,369.07 ",,,,,,,,,,,,,,
1971.05,101.60,3.10,5.29,40.30,6.39,795.06,24.28," 122,879.30 ",41.37," 6,393.92 ",,,,,,,,,,,,,,
1971.06,99.72,3.10,5.32,40.60,6.52,774.59,24.08," 120,024.50 ",41.32," 6,403.23 ",,,,,,,,,,,,,,
1971.07,99.00,3.10,5.36,40.70,6.73,767.10,23.99," 119,174.97 ",41.51," 6,448.29 ",,,,,,,,,,,,,,
1971.08,97.24,3.09,5.39,40.80,6.58,751.62,23.91," 117,078.95 ",41.69," 6,493.68 ",,,,,,,,,,,,,,
1971.09,99.40,3.09,5.43,40.80,6.14,768.32,23.88," 119,989.67 ",41.97," 6,554.77 ",,,,,,,,,,,,,,
1971.1,97.29,3.08,5.52,40.90,5.93,750.17,23.77," 117,464.86 ",42.56," 6,664.67 ",,,,,,,,,,,,,,
1971.11,92.78,3.08,5.61,40.90,5.81,715.39,23.72," 112,329.19 ",43.26," 6,792.05 ",,,,,,,,,,,,,,
1971.12,99.17,3.07,5.70,41.10,5.93,760.94,23.56," 119,789.56 ",43.74," 6,885.15 ",,,,,,,,,,,,,,
1972.01,103.30,3.07,5.74,41.10,5.95,792.63,23.56," 125,087.31 ",44.02," 6,946.61 ",,,,,,,,,,,,,,
1972.02,105.20,3.07,5.77,41.30,6.08,803.30,23.44," 127,079.44 ",44.08," 6,974.06 ",,,,,,,,,,,,,,
1972.03,107.70,3.07,5.81,41.40,6.07,820.41,23.39," 130,093.43 ",44.26," 7,018.04 ",,,,,,,,,,,,,,
1972.04,108.80,3.07,5.86,41.50,6.19,826.79,23.33," 131,413.75 ",44.56," 7,082.01 ",,,,,,,,,,,,,,
1972.05,107.70,3.07,5.92,41.60,6.13,816.46,23.27," 130,080.68 ",44.85," 7,146.19 ",,,,,,,,,,,,,,
1972.06,108.00,3.07,5.97,41.70,6.11,816.77,23.22," 130,438.47 ",45.15," 7,210.35 ",,,,,,,,,,,,,,
1972.07,107.20,3.07,6.03,41.90,6.11,806.85,23.13," 129,162.09 ",45.36," 7,261.36 ",,,,,,,,,,,,,,
1972.08,111.00,3.08,6.08,42.00,6.21,833.46,23.10," 133,730.35 ",45.68," 7,329.06 ",,,,,,,,,,,,,,
1972.09,109.40,3.08,6.14,42.10,6.55,819.50,23.07," 131,798.13 ",45.99," 7,397.08 ",,,,,,,,,,,,,,
1972.1,109.60,3.10,6.23,42.30,6.48,817.12,23.14," 131,724.86 ",46.47," 7,491.65 ",,,,,,,,,,,,,,
1972.11,115.10,3.13,6.33,42.40,6.28,856.10,23.26," 138,321.30 ",47.06," 7,603.07 ",,,,,,,,,,,,,,
1972.12,117.50,3.15,6.42,42.50,6.36,871.89,23.37," 141,187.96 ",47.64," 7,714.27 ",,,,,,,,,,,,,,
1973.01,118.40,3.16,6.55,42.60,6.46,876.51,23.37," 142,250.78 ",48.46," 7,865.45 ",,,,,,,,,,,,,,
1973.02,114.20,3.16,6.67,42.90,6.64,839.50,23.25," 136,559.75 ",49.06," 7,979.93 ",,,,,,,,,,,,,,
1973.03,112.40,3.17,6.80,43.30,6.71,818.64,23.09," 133,478.65 ",49.53," 8,075.22 ",,,,,,,,,,,,,,
1973.04,110.30,3.19,6.94,43.60,6.67,797.81,23.05," 130,396.75 ",50.22," 8,208.41 ",,,,,,,,,,,,,,
1973.05,107.20,3.20,7.09,43.90,6.85,770.09,23.01," 126,179.30 ",50.91," 8,341.33 ",,,,,,,,,,,,,,
1973.06,104.80,3.22,7.23,44.20,6.90,747.74,22.97," 122,830.84 ",51.59," 8,473.92 ",,,,,,,,,,,,,,
1973.07,105.80,3.24,7.38,44.30,7.13,753.17,23.04," 124,038.39 ",52.56," 8,656.11 ",,,,,,,,,,,,,,
1973.08,103.80,3.25,7.54,45.10,7.40,725.83,22.75," 119,847.18 ",52.70," 8,701.82 ",,,,,,,,,,,,,,
1973.09,105.60,3.27,7.69,45.20,7.09,736.78,22.82," 121,969.64 ",53.65," 8,882.07 ",,,,,,,,,,,,,,
1973.1,109.80,3.31,7.85,45.60,6.79,759.37,22.87," 126,023.72 ",54.27," 9,006.07 ",,,,,,,,,,,,,,
1973.11,102.00,3.34,8.00,45.90,6.73,700.81,22.97," 116,623.73 ",54.99," 9,150.77 ",,,,,,,,,,,,,,
1973.12,94.78,3.38,8.16,46.20,6.74,646.98,23.07," 107,984.87 ",55.70," 9,296.86 ",,,,,,,,,,,,,,
1974.01,96.11,3.40,8.23,46.60,6.99,650.42,23.01," 108,880.29 ",55.67," 9,319.76 ",,,,,,,,,,,,,,
1974.02,93.45,3.42,8.29,47.20,6.96,624.38,22.85," 104,839.85 ",55.41," 9,304.14 ",,,,,,,,,,,,,,
1974.03,97.44,3.44,8.36,47.80,7.21,642.87,22.70," 108,261.56 ",55.16," 9,288.45 ",,,,,,,,,,,,,,
1974.04,92.46,3.46,8.49,48.00,7.51,607.47,22.73," 102,619.47 ",55.76," 9,419.18 ",,,,,,,,,,,,,,
1974.05,89.67,3.48,8.61,48.60,7.58,581.87,22.58," 98,612.12 ",55.89," 9,472.27 ",,,,,,,,,,,,,,
1974.06,89.79,3.50,8.74,49.00,7.54,577.89,22.53," 98,256.15 ",56.25," 9,564.08 ",,,,,,,,,,,,,,
1974.07,79.31,3.53,8.86,49.40,7.81,506.31,22.54," 86,404.56 ",56.58," 9,656.19 ",,,,,,,,,,,,,,
1974.08,76.03,3.56,8.99,50.00,8.04,479.54,22.45," 82,156.51 ",56.68," 9,710.82 ",,,,,,,,,,,,,,
1974.09,68.12,3.59,9.11,50.60,8.04,424.56,22.37," 73,055.72 ",56.78," 9,770.08 ",,,,,,,,,,,,,,
1974.1,69.44,3.59,9.04,51.10,7.90,428.55,22.18," 74,060.68 ",55.77," 9,637.99 ",,,,,,,,,,,,,,
1974.11,71.74,3.60,8.96,51.50,7.68,439.31,22.02," 76,236.63 ",54.89," 9,525.15 ",,,,,,,,,,,,,,
1974.12,67.07,3.60,8.89,51.90,7.43,407.54,21.88," 71,040.95 ",54.02," 9,416.34 ",,,,,,,,,,,,,,
1975.01,72.56,3.62,8.74,52.10,7.50,439.21,21.93," 76,879.55 ",52.92," 9,263.83 ",,,,,,,,,,,,,,
1975.02,80.10,3.65,8.60,52.50,7.39,481.16,21.91," 84,541.32 ",51.64," 9,073.33 ",,,,,,,,,,,,,,
1975.03,83.78,3.67,8.45,52.70,7.73,501.35,21.96," 88,411.35 ",50.57," 8,917.12 ",,,,,,,,,,,,,,
1975.04,84.72,3.68,8.29,52.90,8.23,505.06,21.96," 89,387.99 ",49.40," 8,743.26 ",,,,,,,,,,,,,,
1975.05,90.10,3.70,8.12,53.20,8.06,534.10,21.91," 94,851.55 ",48.15," 8,551.72 ",,,,,,,,,,,,,,
1975.06,92.40,3.71,7.96,53.60,7.86,543.65,21.83," 96,869.97 ",46.83," 8,345.07 ",,,,,,,,,,,,,,
1975.07,92.49,3.71,7.89,54.20,8.06,538.16,21.59," 96,211.45 ",45.93," 8,210.93 ",,,,,,,,,,,,,,
1975.08,85.71,3.71,7.83,54.30,8.40,497.79,21.55," 89,315.46 ",45.46," 8,155.91 ",,,,,,,,,,,,,,
1975.09,84.67,3.71,7.76,54.60,8.43,489.05,21.43," 88,067.33 ",44.82," 8,071.36 ",,,,,,,,,,,,,,
1975.1,88.57,3.70,7.83,54.90,8.14,508.78,21.25," 91,939.36 ",44.96," 8,124.41 ",,,,,,,,,,,,,,
1975.11,90.07,3.69,7.89,55.30,8.05,513.65,21.04," 93,137.02 ",45.01," 8,162.11 ",,,,,,,,,,,,,,
1975.12,88.70,3.68,7.96,55.50,8.00,504.02,20.91," 91,705.82 ",45.23," 8,229.74 ",,,,,,,,,,,,,,
1976.01,96.86,3.68,8.19,55.60,7.74,549.39,20.89," 100,279.00 ",46.47," 8,482.54 ",,,,,,,,,,,,,,
1976.02,100.60,3.69,8.43,55.80,7.79,568.56,20.84," 104,094.64 ",47.62," 8,719.40 ",,,,,,,,,,,,,,
1976.03,101.10,3.69,8.66,55.90,7.73,570.36,20.82," 104,742.48 ",48.86," 8,972.01 ",,,,,,,,,,,,,,
1976.04,101.90,3.71,8.86,56.10,7.56,572.83,20.87," 105,514.39 ",49.79," 9,170.82 ",,,,,,,,,,,,,,
1976.05,101.20,3.74,9.05,56.50,7.90,564.87,20.86," 104,367.84 ",50.53," 9,336.72 ",,,,,,,,,,,,,,
1976.06,101.80,3.76,9.25,56.80,7.86,565.21,20.88," 104,753.55 ",51.36," 9,518.37 ",,,,,,,,,,,,,,
1976.07,104.20,3.79,9.35,57.10,7.83,575.50,20.93," 106,983.12 ",51.64," 9,599.73 ",,,,,,,,,,,,,,
1976.08,103.30,3.82,9.45,57.40,7.77,567.55,20.99," 105,829.90 ",51.92," 9,681.44 ",,,,,,,,,,,,,,
1976.09,105.50,3.85,9.55,57.60,7.59,577.62,21.08," 108,036.03 ",52.29," 9,779.57 ",,,,,,,,,,,,,,
1976.1,101.90,3.92,9.67,57.90,7.41,555.02,21.33," 104,141.33 ",52.67," 9,882.70 ",,,,,,,,,,,,,,
1976.11,101.20,3.98,9.79,58.00,7.29,550.26,21.66," 103,586.27 ",53.23," 10,020.85 ",,,,,,,,,,,,,,
1976.12,104.70,4.05,9.91,58.20,6.87,567.33,21.95," 107,144.79 ",53.70," 10,141.40 ",,,,,,,,,,,,,,
1977.01,103.80,4.10,9.97,58.50,7.21,559.57,22.08," 106,026.61 ",53.73," 10,180.46 ",,,,,,,,,,,,,,
1977.02,101.00,4.14,10.02,59.10,7.39,538.95,22.11," 102,468.28 ",53.49," 10,169.01 ",,,,,,,,,,,,,,
1977.03,100.60,4.19,10.08,59.50,7.46,533.20,22.21," 101,728.19 ",53.43," 10,193.04 ",,,,,,,,,,,,,,
1977.04,99.05,4.25,10.19,60.00,7.37,520.61,22.32," 99,681.01 ",53.58," 10,258.24 ",,,,,,,,,,,,,,
1977.05,98.76,4.30,10.31,60.30,7.46,516.51,22.51," 99,253.79 ",53.90," 10,358.23 ",,,,,,,,,,,,,,
1977.06,99.29,4.36,10.42,60.70,7.28,515.86,22.65," 99,491.61 ",54.14," 10,441.16 ",,,,,,,,,,,,,,
1977.07,100.20,4.41,10.52,61.00,7.33,518.03,22.78," 100,275.83 ",54.37," 10,524.66 ",,,,,,,,,,,,,,
